29.206,107.408,24.752,14.792,17.335,8.952,84.784,15.017,44.337,20.118,21.608,16.841,64.576,31.439,32.496,19.088,53.832,21.448,31.418,45.125,29.935,57.265,28.882,44.759,103.791,20.385,35.464,33.63,103.244
57.704,105.712,76.217,51.887,13.808,4.743,78.215,12.141,63.684,13.468,10.325,11.788,121.449,27.656,8.832,27.752,41.552,10.792,15.08,113.967,57.993,59.383,11.513,14.32,61.111,9.752,24.793,16.679,45.312
73.952,192.952,39.376,30.079,26.953,26.472,400.871,33.416,22.6,90.175,17.105,37.072,62.863,69.516,63.064,146.679,36.152,33.432,97.871,127.176,108.432,71.146,36.598,142.8,143.648,71.44,47.775,73.912,92.552
44.48,72.553,55.56,32.95,26.344,14.456,113.585,13.903,23.92,97.977,142.543,40.232,112.992,5.663,192.849,73.169,113.216,20.76,100.958,98.568,57.007,36.537,25.4,168.871,170.6,52.103,228.416,42.01,138.727
20.367,197.713,9.984,23.488,12.872,23.224,199.44,16.68,26.465,121.671,9.528,28.232,137.888,14.259,31.904,33.448,92.488,43.44,202.144,120.344,29.552,101.145,28.528,27.592,156.872,103.191,84.753,70.919,130.601
94.448,211.839,29.537,53.863,22.953,10.848,112.783,24.881,32.239,37.64,27.169,60.631,45.968,22.746,180.048,23.12,162.615,37.952,56.881,124.712,36.04,72.319,23.8,241,240.088,68.072,64.864,48.024,139.008
17.811,124.833,20.721,34.784,14.991,8.689,60.292,14.268,8.88,5.76,20.645,8.035,7.12,33.226,89.841,49.726,108.892,36.901,77.432,252.225,50.303,281.32,387.824,3.288,157.137,86.886,210.61,61.761,133.731
43.359,11.184,1.761,9.52,4.679,2.137,12.336,2.279,2.001,1.887,2.704,2.105,6.183,135.414,189.176,57.728,389.432,158.921,192.119,173.216,NaN,43.633,55.087,73.648,50.969,65.647,106.424,69.528,44.041
53.288,146.463,22.536,38.265,16.815,8.994,56.302,13.889,46.432,46.759,40.281,23.465,91.014,33.936,62.694,158.946,101.144,67.4,42.928,114.92,51.976,52.544,16.663,63.369,80.375,67.521,43.111,28.664,84.16
20.32,103.416,18.311,40.497,30.344,23.512,129.055,21.905,30.495,42.504,26.233,53.685,211.228,9.946,35.937,16.424,53.359,27.657,156.504,39.959,14.504,28.608,25.208,43.361,91.135,73.801,34.983,23.88,94.12
11.273,27.321,35.6,39.256,11.992,13.24,70.241,13.823,13.777,2.576,19.36,20.319,NaN,15.326,11.943,42.28,29.257,29.569,26.407,132.128,115.552,13.457,15.752,15.128,26.512,26.048,5.816,68.318,27.008
17.744,248.136,40.368,20.648,103.607,16.017,79.823,21.825,51.127,81.224,12.736,37.952,163.113,38.578,15.864,18.864,118.377,81.6,92.656,338.535,31.84,83.696,32.087,165.096,205.401,30.664,64.287,35.263,140.073
40.848,77.456,18.48,15.008,11.232,4.065,87.831,3.912,6.216,3.064,2.112,2.136,175.559,6.712,11.888,13.312,77.512,22.375,13.521,37.456,2.96,2.2,25.319,6.977,35.775,7.216,4.256,43.88,140.592
28.009,136.896,31.624,20.169,23.319,15.6,98.136,7.567,11.889,8.248,5.552,5.993,96.319,8.055,36.865,16.679,51.496,29.704,90.575,105.273,46.176,32.24,17.24,63.92,56.736,31.001,91.111,13.865,139.223
98.64,121.086,54.88,61.825,19.368,13.838,68.841,12.28,68.935,87.04,71.15,41.491,228.656,79.011,50.376,69.176,71.911,22.72,63.616,109.248,46.927,32.287,19.785,131.975,NaN,67.974,80.64,33.032,118.752
23.864,56.504,48.458,17.08,11.088,7.424,227.492,15.536,22.152,68.321,16.207,18.106,205.223,24.096,18.744,26.024,70.255,21.105,NaN,52.392,44.049,24.672,14.376,54.448,205.96,31.888,41.928,21.921,87.878
48.001,135.647,17.055,35.488,20.04,36.801,202.416,34.199,117.853,35.264,33.362,40.513,145.623,18.099,65.625,98.535,130.024,58.191,165.657,119.967,90.761,49.848,52.896,44.985,76.302,31.377,82.103,34.408,203.464
22.225,101.639,20.945,NaN,35.415,40.664,155.064,47.272,34.12,66.608,7.288,21.409,35.903,23.078,161.156,36.92,83.352,31.616,67.152,140.456,140.327,119.376,16.905,34.886,119.254,68.834,31.768,42.551,88.823
39.401,56.032,41.679,68.192,12.216,37.193,150.28,33.696,79.031,59.065,69.832,17.04,122.495,24.667,76.193,28.879,77.512,29.36,14.304,86.753,49.912,50.863,14.448,52.305,85,38.816,60.064,29.671,246.8
15.751,78.209,26.488,45.272,12.24,9.553,71.903,11.503,29.345,22.296,8.241,58.903,100.272,6.104,53.816,23.24,69.368,18.881,13.351,41.049,23.871,30.968,34.073,16.135,64.84,50.616,56.592,23.504,81.488
55.792,60.687,38.666,24.349,17.981,24.8,56.291,18.557,16.92,13.646,7.704,26.608,47.022,12.186,77.319,21.249,72.216,44.245,49.745,164.663,106.817,140.346,81.033,49.338,65.549,83.791,38.059,61.209,79.669
50.774,112.513,39.241,110.691,28.94,24.473,154.94,12.46,34.455,40.969,43.762,20.23,140.466,84.892,21.501,50.738,67.35,23.489,49.784,103.887,83.235,45.891,18.713,74.568,233.491,94.943,64.909,42.535,351.578
58.148,103.813,37.302,79.021,15.662,45.104,143.814,15.693,30.026,200.994,26.425,34.688,340.137,21.269,35.432,20.057,86.418,27.869,62.568,51.139,86.485,33.038,27.427,70.745,89.161,51.165,151.356,31.371,100.376
31.563,86.053,50.12,30.914,16.977,11.414,101.145,15.64,34.512,110.919,10.91,24.159,186.651,30.016,97.688,33.403,76.912,15.96,56.333,136.093,54.648,24.03,19.544,34.936,108.249,41.864,60.735,17.803,289.746
86.823,111.857,19.152,26.687,41.953,27.144,175.663,15.504,93.032,10.28,20.407,96.177,71.078,42.118,119.631,48.745,100.376,47.44,27.135,85.416,42.929,49.567,15.648,156.936,90.632,110.848,46.416,26.247,104.057
5.743,50.369,90.271,16.376,24.632,12.609,53.018,17.621,3.144,NaN,9.703,4.152,15.104,23.615,20.159,12.073,45.127,7.151,11.697,35.504,54.792,3.743,17.696,22.481,106.776,87.921,7.943,55.785,50.152
112.121,199.65,91.158,37.571,60.564,31.05,173.916,44.949,64.982,125.026,32.561,40.661,61.755,94.931,55.956,96.095,104.852,63.154,58.47,135.493,181.313,90.989,69.529,65.128,106.335,39.824,130.755,94.317,103.703
116.269,148.533,41.836,31.201,69.87,32.817,105.592,18.4,54.993,87.71,19.191,24.112,64.618,53.316,61.864,126.088,198.064,26.928,67.8,80.392,85.311,101.771,41.651,145.475,235.423,164.007,39.049,117.119,186.362
41.121,47,30.568,15.855,44.529,30.191,115.561,20.719,78.249,12.951,38.433,75.16,139.376,52.739,107.815,137.001,74.896,28.801,153.56,90.4,114.663,81.576,34.016,64.328,49.513,37.479,63.721,26.848,158.487
49.136,100.944,22.24,68.344,19.672,16.184,125.384,19.048,66.287,51.201,20.487,51.545,103.464,42.215,21.68,41.712,26.168,16.145,36.246,115.321,13.919,35.593,19.983,106.784,44.121,19.6,70.847,21.817,85.455
48.16,61.656,23.208,22.752,15.512,15.256,131.712,14.225,43.583,87.425,20.367,31.896,22.416,21.542,48.574,26.041,24.689,26.526,31.224,79.528,77.337,30.928,15.056,30.24,64.799,70.736,22.936,36.496,134.8
21.718,60.81,66.984,28.474,25.332,14.458,92.056,46.907,34.406,85.135,15.527,18.678,105.937,64.56,29.73,108.056,44.517,21.872,29.519,95.112,35.387,45.441,15.836,25.551,113.094,46.519,43.38,16.227,155.037
26.648,144.696,19.24,24.265,31.913,18.231,195.704,21.864,40.015,20.769,16.784,27.671,57.777,16.36,84.304,21.384,56.544,19.608,72.305,99.654,95.785,49.152,22.64,43.816,114.176,85.096,46.904,22.955,54.621
29.151,71.104,62.143,17.385,17.475,9.886,87.473,23.44,32.206,117.853,27.741,44.109,135.14,53.528,11.19,20.662,36.907,24.465,19.494,133.857,82.365,42.712,24.133,131.459,83.329,41.405,29.068,38.42,109.802
43.29,48.826,27.576,14.664,15.241,12.778,58.533,15.383,33.161,38.884,10.693,32.189,19.013,29.926,50.446,38.446,103.084,5.177,41.259,66.779,5.819,37.448,14.123,8.983,58.313,23.435,12.917,32.906,43.54
47.039,91.776,30.856,18.825,22.367,30.625,186.111,16.664,42.792,10.871,27.704,28.057,54.848,43.012,16.304,11.113,52.751,39.488,24.272,41.608,13.847,60.473,23.016,53.463,56.601,23.72,64.207,22.697,113.231
42.551,125.91,40.866,41.766,69.705,19.792,64.617,42.583,35.441,131.958,21.431,26.209,80.983,45.236,125.616,71.743,82.297,37.023,47.626,87.279,57.054,36.218,19.944,69.56,134.706,22.508,118.169,17.649,234.009
76.704,101.055,42.088,45.793,21.631,27.376,101.712,33.112,42.176,98.878,31.473,19.096,138.656,21.448,82.991,26.736,71.104,22.96,44.584,99.968,60.031,75.857,25.632,135.655,155.024,106.32,59.04,29.664,255.135
57.999,92.816,14.329,32.809,58.566,17.44,101.129,24.615,77.041,142.895,31.68,29.048,100.265,17.455,73.808,14.992,85.808,27.792,101.12,159.72,115.64,154.608,20.336,73.92,147.416,146.096,85.584,57.208,161.513
69.767,80.745,48.63,27.97,57.376,18.528,130.471,35.248,53.32,38.194,17.896,43.598,69.344,31.824,37.759,105.617,43.625,18.088,114.102,96.721,9.368,31.385,31.953,50.039,38.848,36.536,79.023,60.624,86.073
44.641,150.713,15.04,16.92,14.798,20.976,50.458,19.744,68.278,3.976,30.969,8.745,57.183,54.365,42.503,85.513,90.552,34.04,241.025,308.39,32.129,109.649,15.799,40.505,68.056,219.263,38.697,86.128,148.199
24.348,64.935,27.126,55.537,46.832,29.352,90.377,18.592,27.727,12.472,40.808,5.712,46.689,8.461,21.8,22.896,38.192,9.648,25.296,33.97,7.014,10.08,38.912,20.168,37.943,26.481,29.382,15.257,60.606
137.488,77.023,52.983,36.85,64.31,18.929,183.787,52.351,42.712,12.801,25.159,30.847,67.672,11.064,36.184,42.305,47.143,30.471,89.969,105.23,83.873,81.065,16.632,35.576,48.92,55.072,44.832,57.256,136.112
57.935,67.904,12.64,17.137,31.504,18.159,172.465,40.896,35.128,43.639,64.961,66.712,75.759,20.135,71.065,73.472,99.031,29.648,88.112,119.305,101.951,41.937,65.52,71.687,75.136,115.832,28.233,28.632,83.584
27.307,54.441,21.075,17.018,24.064,11.934,160.216,11.765,32.953,10.423,32.071,53.223,118.072,76.045,13.146,18.366,65.113,36.767,24.64,231.456,52.04,NaN,16.974,49.932,59.337,9.71,37.558,17.918,51.926
34.992,60.704,25.136,35.825,139.822,6.681,44.712,31.544,49.552,5.479,8.689,11.264,7.696,13.014,38.799,16.778,70.336,26.141,54.921,164.72,69.151,170.648,14.64,77.274,30.423,47.792,82.608,63.225,88.751
36.807,285.783,10.609,26.624,16.096,22.199,119.577,41.542,6.353,25.848,20.032,39.081,66.078,108.05,104.8,56.511,133.385,59.544,36.63,144.647,61.992,118.687,39.37,207.054,153.015,132.273,145.943,43.177,151.064
45.441,160.087,19.832,25.744,48.464,18.536,174.424,34.536,74.024,78.191,60.8,28.56,79.968,63.26,163.36,59.904,75.24,56.495,51.72,124.752,50.714,49.022,28.679,155.68,134.744,48.688,82.92,37.536,236.167
